name,city,country,iata,icao,latitude,longitude,altitude,timezone,timezone_dst
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440,4.494,1126,Africa/Lagos,N
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.640,8.869,4232,Africa/Lagos,N
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696,7.320,2073,Africa/Lagos,N
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.048,8.525,1562,Africa/Lagos,N
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855,13.081,1099,Africa/Lagos,N
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.704,8.614,371,Africa/Lagos,N
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.577,3.321,135,Africa/Lagos,N
Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652,6.462,834,Africa/Lagos,N
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.015,6.950,87,Africa/Lagos,N
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916,5.207,1010,Africa/Lagos,N
Yola Airport,Yola,Nigeria,YOL,DNYO,9.258,12.430,599,Africa/Lagos,N
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.130,7.686,2170,Africa/Lagos,N
Maradi Airport,Maradi,Niger,MFQ,DRRM,13.502,7.127,1240,Africa/Niamey,N
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.482,2.184,732,Africa/Niamey,N
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.876,5.265,1266,Africa/Niamey,N
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.966,8.000,1657,Africa/Niamey,N
Dirkou Airport,Dirkou,Niger,,DRZD,18.969,12.869,1273,Africa/Niamey,N
Diffa Airport,Diffa,Niger,,DRZF,13.373,12.627,994,Africa/Niamey,N
Zinder Airport,Zinder,Niger,ZND,DRZR,13.779,8.984,1516,Africa/Niamey,N
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.758,10.755,9,Africa/Tunis,E
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.851,10.227,22,Africa/Tunis,E
Sidi Ahmed Air Base,Bizerte,Tunisia,,DTTB,37.245,9.791,20,Africa/Tunis,E
Remada Air Base,Remada,Tunisia,,DTTD,32.306,10.382,1004,Africa/Tunis,E
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.422,8.823,1060,Africa/Tunis,E
Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.877,10.103,26,Africa/Tunis,E
Borj El Amri Airport,Bordj El Amri,Tunisia,,DTTI,36.721,9.943,110,Africa/Tunis,E
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.776,19,Africa/Tunis,E
El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.704,9.255,827,Africa/Tunis,E
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.718,10.691,85,Africa/Tunis,E
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.940,8.111,287,Africa/Tunis,E
Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.767,1.091,1515,Africa/Lome,N
Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.166,1.255,72,Africa/Lome,N
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.189,4.460,39,Europe/Brussels,E
Beauvechain Air Base,Beauvechain,Belgium,,EBBE,50.759,4.768,370,Europe/Brussels,E
Kleine Brogel Air Base,Kleine Brogel,Belgium,,EBBL,51.168,5.470,200,Europe/Brussels,E
Brussels Airport,Brussels,Belgium,BRU,EBBR,50.901,4.484,184,Europe/Brussels,E
Jehonville Air Base,Bertrix,Belgium,,EBBX,49.892,5.224,1514,Europe/Brussels,E
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459,4.454,614,Europe/Brussels,E
Chièvres Air Base,Chievres,Belgium,,EBCV,50.576,3.831,194,Europe/Brussels,E
Koksijde Air Base,Koksijde,Belgium,,EBFN,51.090,2.653,20,Europe/Brussels,E
Florennes Air Base,Florennes,Belgium,,EBFS,50.243,4.646,935,Europe/Brussels,E
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,50.817,3.205,64,Europe/Brussels,E
Liège Airport,Liege,Belgium,LGG,EBLG,50.637,5.443,659,Europe/Brussels,E
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.199,2.862,13,Europe/Brussels,E
Zutendaal Air Base,Zutendaal,Belgium,,EBSL,50.947,5.591,312,Europe/Brussels,E
Brustem Airfield Sint Truiden,Sint-truiden,Belgium,,EBST,50.792,5.202,246,Europe/Brussels,E
Saint Hubert Air Base,St.-hubert,Belgium,,EBSU,50.034,5.441,1930,Europe/Brussels,E
Ursel Air Base,Ursel,Belgium,,EBUL,51.144,3.476,95,Europe/Brussels,E
Weelde Air Base,Weelde,Belgium,,EBWE,51.395,4.960,105,Europe/Brussels,E
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,51.265,4.753,53,Europe/Brussels,E
Flugplatz Bautzen,Bautzen,Germany,,EDAB,51.194,14.520,568,Europe/Berlin,E
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.982,12.506,640,Europe/Berlin,E
Dessau Airfield,Dessau,Germany,,EDAD,51.832,12.191,187,Europe/Berlin,E
Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,,EDAE,52.196,14.588,144,Europe/Berlin,E
Großenhain Airport,Suhl,Germany,,EDAK,51.308,13.556,417,Europe/Berlin,E
Merseburg Airport,Muehlhausen,Germany,,EDAM,51.363,11.941,341,Europe/Berlin,E
Halle-Oppin Airport,Halle,Germany,,EDAQ,51.552,12.054,348,Europe/Berlin,E
Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,51.294,13.356,322,Europe/Berlin,E
Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,53.306,12.752,220,Europe/Berlin,E
Strausberg Airport,Strausberg,Germany,,EDAY,52.581,13.917,262,Europe/Berlin,E
Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,52.204,13.156,152,Europe/Berlin,E
Barth Airport,Barth,Germany,BBH,EDBH,54.338,12.711,23,Europe/Berlin,E
Jena-Schöngleina Airfield,Jena,Germany,,EDBJ,50.915,11.714,1247,Europe/Berlin,E
Kyritz Airport,Kyritz,Germany,,EDBK,52.919,12.425,131,Europe/Berlin,E
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,52.074,11.626,259,Europe/Berlin,E
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,,EDBR,51.363,14.950,518,Europe/Berlin,E
Anklam Airfield,Anklam,Germany,,EDCA,53.833,13.669,16,Europe/Berlin,E
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,51.889,14.532,272,Europe/Berlin,E
Kamenz Airport,Kamenz,Germany,,EDCM,51.297,14.127,495,Europe/Berlin,E
Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380,13.523,157,Europe/Berlin,E
Dresden Airport,Dresden,Germany,DRS,EDDC,51.133,13.767,755,Europe/Berlin,E
Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.980,10.958,1036,Europe/Berlin,E
Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033,8.571,364,Europe/Berlin,E
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.135,7.685,160,Europe/Berlin,E
Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630,9.988,53,Europe/Berlin,E
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.473,13.404,167,Europe/Berlin,E
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.866,7.143,302,Europe/Berlin,E
Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.290,6.767,147,Europe/Berlin,E
Munich Airport,Munich,Germany,MUC,EDDM,48.354,11.786,1487,Europe/Berlin,E
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.499,11.078,1046,Europe/Berlin,E
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.424,12.236,465,Europe/Berlin,E
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.215,7.110,1058,Europe/Berlin,E
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.690,9.222,1276,Europe/Berlin,E
Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.560,13.288,122,Europe/Berlin,E
Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461,9.685,183,Europe/Berlin,E
Bremen Airport,Bremen,Germany,BRE,EDDW,53.048,8.787,14,Europe/Berlin,E
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.960,8.646,384,Europe/Berlin,E
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.949,7.264,1649,Europe/Berlin,E
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473,8.514,308,Europe/Berlin,E
Allendorf/Eder Airport,Allendorf,Germany,,EDFQ,51.035,8.681,1158,Europe/Berlin,E
Worms Airport,Worms,Germany,,EDFV,49.607,8.368,295,Europe/Berlin,E
Mainz-Finthen Airport,Mainz,Germany,,EDFZ,49.967,8.147,525,Europe/Berlin,E
Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,50.992,10.480,1112,Europe/Berlin,E
Siegerland Airport,Siegerland,Germany,SGE,EDGS,50.708,8.083,1966,Europe/Berlin,E
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.535,9.836,23,Europe/Berlin,E
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.379,10.145,102,Europe/Berlin,E
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.805,10.719,53,Europe/Berlin,E
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,,EDKV,50.406,6.529,1896,Europe/Berlin,E
Meinerzhagen Airport,Meinerzhagen,Germany,,EDKZ,51.100,7.600,1549,Europe/Berlin,E
Arnsberg-Menden Airport,Arnsberg,Germany,,EDLA,51.484,7.898,794,Europe/Berlin,E
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.402,6.937,424,Europe/Berlin,E
Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,51.965,8.544,454,Europe/Berlin,E
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.230,6.504,125,Europe/Berlin,E
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.614,8.616,699,Europe/Berlin,E
Stadtlohn-Vreden Airport,Stadtlohn,Germany,,EDLS,51.996,6.841,157,Europe/Berlin,E
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.518,7.612,425,Europe/Berlin,E
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425,10.932,1516,Europe/Berlin,E
Biberach a.d. Riß Airfield,Biberach,Germany,,EDMB,48.111,9.763,1903,Europe/Berlin,E
Eggenfelden Airport,Eggenfelden,Germany,,EDME,48.396,12.724,1342,Europe/Berlin,E
Mindelheim-Mattsies Airfield,Mindelheim,Germany,,EDMN,48.107,10.525,1857,Europe/Berlin,E
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081,11.283,1947,Europe/Berlin,E
Straubing Airport,Straubing,Germany,RBM,EDMS,48.901,12.517,1047,Europe/Berlin,E
Vilshofen Airport,Vilshofen,Germany,,EDMV,48.635,13.196,991,Europe/Berlin,E
Leutkirch-Unterzeil Airport,Leutkirch,Germany,,EDNL,47.859,10.014,2100,Europe/Berlin,E
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.671,9.511,1367,Europe/Berlin,E
Schwerin Parchim Airport,Parchim,Germany,SZW,EDOP,53.427,11.783,166,Europe/Berlin,E
Stendal-Borstel Airport,Stendal,Germany,,EDOV,52.629,11.819,184,Europe/Berlin,E
Aalen-Heidenheim/Elchingen Airport,Aalen-heidenheim,Germany,,EDPA,48.778,10.265,1916,Europe/Berlin,E
Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985,11.640,1601,Europe/Berlin,E
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD,EDQE,49.794,11.134,1673,Europe/Berlin,E
Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.289,11.856,1959,Europe/Berlin,E
Haßfurt-Schweinfurt Airport,Hassfurt,Germany,,EDQT,50.018,10.529,719,Europe/Berlin,E
Koblenz-Winningen Airfield,Koblenz,Germany,,EDRK,50.326,7.529,640,Europe/Berlin,E
Trier-Föhren Airport,Trier,Germany,,EDRT,49.864,6.788,666,Europe/Berlin,E
Speyer Airfield,Speyer,Germany,,EDRY,49.305,8.451,312,Europe/Berlin,E
Zweibrücken Airport,Zweibruecken,Germany,ZQW,EDRZ,49.209,7.401,1132,Europe/Berlin,E
Donaueschingen-Villingen Airport,Donaueschingen,Germany,ZQL,EDTD,47.973,8.522,2231,Europe/Berlin,E
Freiburg i. Br. Airport,Freiburg,Germany,,EDTF,48.023,7.832,801,Europe/Berlin,E
Mengen-Hohentengen Airport,Mengen,Germany,,EDTM,48.054,9.373,1818,Europe/Berlin,E
Adolf Würth Airport,Schwaebisch Hall,Germany,,EDTY,49.118,9.784,1299,Europe/Berlin,E
Finsterwalde/Schacksdorf Airport,Soest,Germany,,EDUS,51.607,13.744,384,Europe/Berlin,E
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319,10.556,295,Europe/Berlin,E
Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417,9.385,820,Europe/Berlin,E
Hildesheim Airport,Hildesheim,Germany,,EDVM,52.181,9.946,292,Europe/Berlin,E
Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.507,8.573,10,Europe/Berlin,E
Emden Airport,Emden,Germany,EME,EDWE,53.391,7.228,3,Europe/Berlin,E
Leer-Papenburg Airport,Leer,Germany,,EDWF,53.272,7.442,3,Europe/Berlin,E
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.502,8.052,16,Europe/Berlin,E
Borkum Airport,Borkum,Germany,BMK,EDWR,53.596,6.709,3,Europe/Berlin,E
Norderney Airport,Norderney,Germany,NRD,EDWY,53.707,7.230,7,Europe/Berlin,E
Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,54.773,9.379,131,Europe/Berlin,E
Rendsburg-Schachtholm Airport,Rendsburg,Germany,,EDXR,54.220,9.599,23,Europe/Berlin,E
Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.913,8.340,51,Europe/Berlin,E
Ämari Air Base,Armari Air Force Base,Estonia,,EEEI,59.260,24.208,65,Europe/Tallinn,E
Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.991,22.831,18,Europe/Tallinn,E
Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.230,22.510,14,Europe/Tallinn,E
Pärnu Airport,Parnu,Estonia,EPU,EEPU,58.419,24.473,47,Europe/Tallinn,E
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.413,24.833,131,Europe/Tallinn,E
Tartu Airport,Tartu,Estonia,TAY,EETU,58.307,26.690,219,Europe/Tallinn,E
Enontekio Airport,Enontekio,Finland,ENF,EFET,68.363,23.424,1005,Europe/Helsinki,E
Eura Airport,Eura,Finland,,EFEU,61.116,22.201,259,Europe/Helsinki,E
Halli Airport,Halli,Finland,KEV,EFHA,61.856,24.787,479,Europe/Helsinki,E
Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.255,25.043,57,Europe/Helsinki,E
Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317,24.963,179,Europe/Helsinki,E
Hameenkyro Airport,Hameenkyro,Finland,,EFHM,61.690,23.074,449,Europe/Helsinki,E
Hanko Airport,Hanko,Finland,,EFHN,59.849,23.084,20,Europe/Helsinki,E
Hyvinkää Airfield,Hyvinkaa,Finland,HYV,EFHV,60.654,24.881,430,Europe/Helsinki,E
Kiikala Airport,Kikala,Finland,,EFIK,60.463,23.653,381,Europe/Helsinki,E
Immola Airport,Immola,Finland,,EFIM,61.249,28.904,338,Europe/Helsinki,E
Kitee Airport,Kitee,Finland,KTQ,EFIT,62.166,30.074,364,Europe/Helsinki,E
Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607,27.405,481,Europe/Helsinki,E
Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.663,29.608,398,Europe/Helsinki,E
Jyvaskyla Airport,Jyvaskyla,Finland,JYV,EFJY,62.400,25.678,459,Europe/Helsinki,E
Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127,23.051,151,Europe/Helsinki,E
Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.779,24.582,61,Europe/Helsinki,E
Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285,27.692,483,Europe/Helsinki,E
Kauhajoki Airport,Kauhajoki,Finland,KHJ,EFKJ,62.463,22.393,407,Europe/Helsinki,E
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,EFKK,63.721,23.143,84,Europe/Helsinki,E
Kemijarvi Airport,Kemijarvi,Finland,,EFKM,66.713,27.157,692,Europe/Helsinki,E
Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.988,29.239,866,Europe/Helsinki,E
Kittilä Airport,Kittila,Finland,KTT,EFKT,67.701,24.847,644,Europe/Helsinki,E
Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007,27.798,323,Europe/Helsinki,E
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,EFLA,61.144,25.694,502,Europe/Helsinki,E
Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.045,28.145,349,Europe/Helsinki,E
Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122,19.898,17,Europe/Mariehamn,E
Menkijarvi Airport,Menkijarvi,Finland,,EFME,62.947,23.519,331,Europe/Helsinki,E
Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.687,27.202,329,Europe/Helsinki,E
Nummela Airport,Nummela,Finland,,EFNU,60.334,24.296,367,Europe/Helsinki,E
Oulu Airport,Oulu,Finland,OUL,EFOU,64.930,25.355,47,Europe/Helsinki,E
Piikajarvi Airport,Piikajarvi,Finland,,EFPI,61.246,22.193,148,Europe/Helsinki,E
Pori Airport,Pori,Finland,POR,EFPO,61.462,21.800,44,Europe/Helsinki,E
Pudasjärvi Airport,Pudasjarvi,Finland,,EFPU,65.402,26.947,397,Europe/Helsinki,E
Pyhäsalmi Airport,Pyhasalmi,Finland,,EFPY,63.732,25.926,528,Europe/Helsinki,E
Raahe Pattijoki Airport,Pattijoki,Finland,,EFRH,64.688,24.696,118,Europe/Helsinki,E
Rantasalmi Airport,Rantasalmi,Finland,,EFRN,62.065,28.357,292,Europe/Helsinki,E
Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.565,25.830,642,Europe/Helsinki,E
Rayskala Airport,Rayskala,Finland,,EFRY,60.745,24.108,407,Europe/Helsinki,E
Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943,28.945,311,Europe/Helsinki,E
Selanpaa Airport,Selanpaa,Finland,,EFSE,61.062,26.799,417,Europe/Helsinki,E
Sodankyla Airport,Sodankyla,Finland,SOT,EFSO,67.395,26.619,602,Europe/Helsinki,E
Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414,23.604,390,Europe/Helsinki,E
Teisko Airport,Teisko,Finland,,EFTS,61.773,24.027,515,Europe/Helsinki,E
Turku Airport,Turku,Finland,TKU,EFTU,60.514,22.263,161,Europe/Helsinki,E
Utti Air Base,Utti,Finland,UTI,EFUT,60.896,26.938,339,Europe/Helsinki,E
Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.051,21.762,19,Europe/Helsinki,E
Varkaus Airport,Varkaus,Finland,VRK,EFVR,62.171,27.869,286,Europe/Helsinki,E
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,EFYL,64.055,24.725,252,Europe/Helsinki,E
Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.658,-6.216,268,Europe/London,E
St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.399,-7.652,155,Europe/London,E
George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.618,-5.872,15,Europe/London,E
City of Derry Airport,Londonderry,United Kingdom,LDY,EGAE,55.043,-7.161,22,Europe/London,E
Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.454,-1.748,327,Europe/London,E
Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.370,-1.480,267,Europe/London,E
Leicester Airport,Leicester,United Kingdom,,EGBG,52.608,-1.032,469,Europe/London,E
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,EGBJ,51.894,-2.167,101,Europe/London,E
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,,EGBO,52.518,-2.259,283,Europe/London,E
Cotswold Airport,Pailton,United Kingdom,GBA,EGBP,51.668,-2.057,433,Europe/London,E
Turweston Airport,Turweston,United Kingdom,,EGBT,52.041,-1.096,448,Europe/London,E
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,,EGBW,52.192,-1.614,159,Europe/London,E
Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.354,-2.275,257,Europe/London,E
Manchester Woodford Airport,Woodfort,United Kingdom,,EGCD,53.338,-2.149,295,Europe/London,E
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,,EGDC,51.087,-4.150,27,Europe/London,E
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,EGHQ,50.441,-4.995,390,Europe/London,E
RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.505,-1.993,513,Europe/London,E
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,,EGDM,51.152,-1.747,407,Europe/London,E
RNAS Culdrose,Culdrose,United Kingdom,,EGDR,50.086,-5.256,267,Europe/London,E
MoD St. Athan,St. Athan,United Kingdom,,EGDX,51.405,-3.436,163,Europe/London,E
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.009,-2.639,75,Europe/London,E
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,EGFE,51.833,-4.961,159,Europe/London,E
Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.397,-3.343,220,Europe/London,E
Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.605,-4.068,299,Europe/London,E
Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.383,-2.719,622,Europe/London,E
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.334,-2.850,80,Europe/London,E
London Luton Airport,London,United Kingdom,LTN,EGGW,51.875,-0.368,526,Europe/London,E
Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.423,-4.106,476,Europe/London,E
Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.780,-1.842,38,Europe/London,E
Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.950,-1.357,44,Europe/London,E
Lasham Airport,Lasham,United Kingdom,QLA,EGHL,51.187,-1.033,618,Europe/London,E
Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706,-2.215,290,Europe/Guernsey,E
Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.435,-2.602,336,Europe/Guernsey,E
Jersey Airport,Jersey,Jersey,JER,EGJJ,49.208,-2.196,277,Europe/Jersey,E
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,EGKA,50.836,-0.297,7,Europe/London,E
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,EGKB,51.331,0.032,598,Europe/London,E
London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148,-0.190,202,Europe/London,E
London City Airport,London,United Kingdom,LCY,EGLC,51.505,0.055,19,Europe/London,E
Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.276,-0.776,238,Europe/London,E
Chalgrove Airport,Chalsgrove,United Kingdom,,EGLJ,51.676,-1.081,240,Europe/London,E
Blackbushe Airport,Blackbushe,United Kingdom,BBS,EGLK,51.324,-0.848,325,Europe/London,E
London Heathrow Airport,London,United Kingdom,LHR,EGLL,51.471,-0.462,83,Europe/London,E
Southend Airport,Southend,United Kingdom,SEN,EGMC,51.571,0.696,49,Europe/London,E
Lydd Airport,Lydd,United Kingdom,LYX,EGMD,50.956,0.939,13,Europe/London,E
Kent International Airport,Manston,United Kingdom,MSE,EGMH,51.342,1.346,178,Europe/London,E
Brough Airport,Brough,United Kingdom,,EGNB,53.720,-0.566,12,Europe/London,E
Carlisle Airport,Carlisle,United Kingdom,CAX,EGNC,54.938,-2.809,190,Europe/London,E
Retford Gamston Airport,Repton,United Kingdom,,EGNE,53.281,-0.951,91,Europe/London,E
Blackpool International Airport,Blackpool,United Kingdom,BLK,EGNH,53.772,-3.029,34,Europe/London,E
Humberside Airport,Humberside,United Kingdom,HUY,EGNJ,53.574,-0.351,121,Europe/London,E
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,EGNL,54.129,-3.268,173,Europe/London,E
Leeds Bradford Airport,Leeds,United Kingdom,LBA,EGNM,53.866,-1.661,681,Europe/London,E
Warton Airport,Warton,United Kingdom,WRT,EGNO,53.745,-2.883,55,Europe/London,E
Hawarden Airport,Hawarden,United Kingdom,CEG,EGNR,53.178,-2.978,45,Europe/London,E
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,EGNS,54.083,-4.624,52,Europe/Isle_of_Man,E
Newcastle Airport,Newcastle,United Kingdom,NCL,EGNT,55.037,-1.692,266,Europe/London,E
Durham Tees Valley Airport,Teesside,United Kingdom,MME,EGNV,54.509,-1.429,120,Europe/London,E
East Midlands Airport,East Midlands,United Kingdom,EMA,EGNX,52.831,-1.328,306,Europe/London,E
Llanbedr Airport,Llanbedr,United Kingdom,,EGOD,52.812,-4.124,30,Europe/London,E
RAF Ternhill,Ternhill,United Kingdom,,EGOE,52.871,-2.534,272,Europe/London,E
RAF Shawbury,Shawbury,United Kingdom,,EGOS,52.798,-2.668,249,Europe/London,E
RAF Woodvale,Woodvale,United Kingdom,,EGOW,53.582,-3.056,37,Europe/London,E
Kirkwall Airport,Kirkwall,United Kingdom,KOI,EGPA,58.958,-2.905,50,Europe/London,E
Sumburgh Airport,Sumburgh,United Kingdom,LSI,EGPB,59.879,-1.296,20,Europe/London,E
